CLAUSE_ID,NUMBER,TEXT_VN,TEXT_EN,TEXT_JP
C0735,2,"Quyền được nêu tên thật hoặc bút danh trên tác phẩm quy định tại khoản 2 Điều 19 của Luật Sở hữu trí tuệ áp dụng cả khi tác phẩm được sử dụng làm tác phẩm phái sinh. Khi công bố, sử dụng tác phẩm phái sinh phải nêu tên thật hoặc bút danh của tác giả của tác phẩm được dùng làm tác phẩm phái sinh.","The right to state the real name or pen name on the work as prescribed in Clause 2, Article 19 of the Law on Intellectual Property applies even when the work is used as a derivative work. When publishing or using a derivative work, the real name or pen name of the author of the work used as a derivative work must be stated.",知的財産法第19条第2項に規定される著作物に実名またはペンネームを記載する権利は、著作物が二次的著作物として利用される場合にも適用されます。二次的著作物を公表または利用する場合、二次的著作物として利用される著作物の著作者の実名またはペンネームを記載しなければなりません。
C0736,3,"Quyền công bố tác phẩm hoặc cho phép người khác công bố tác phẩm quy định tại khoản 3 Điều 19 của Luật Sở hữu trí tuệ là việc phát hành bản sao tác phẩm dưới bất kỳ hình thức nào với số lượng hợp lý đủ để công chúng tiếp cận được tùy theo bản chất của tác phẩm, do tác giả hoặc chủ sở hữu quyền tác giả thực hiện hoặc do cá nhân, tổ chức khác thực hiện với sự đồng ý của tác giả hoặc chủ sở hữu quyền tác giả.","The right to publish a work or to allow others to publish a work as prescribed in Clause 3, Article 19 of the Law on Intellectual Property is the release of copies of a work in any form in a reasonable quantity sufficient for the public to access depending on the nature of the work, by the author or copyright owner or by another individual or organization with the consent of the author or copyright owner.",知的財産法第 19 条第 3 項に規定されている著作物を公表する権利または他者に著作物を公表させる権利とは、著作者または著作権者、あるいは著作者または著作権者の同意を得た他の個人または組織が、著作物の性質に応じて公衆がアクセスするのに十分な合理的な数量で、あらゆる形式で著作物のコピーを公開することです。
C0737,1,"Đối với tác phẩm thể hiện bằng ngôn ngữ, tác phẩm thể hiện dưới dạng chữ viết quy định tại các điểm a và b khoản 1 Điều 14 của Luật Sở hữu trí tuệ: Là quyền của chủ sở hữu quyền tác giả độc quyền thực hiện hoặc cho phép người khác thực hiện việc thuyết trình, trình bày làm cho công chúng tiếp cận, cảm nhận được tác phẩm bằng thính giác nhưng công chúng không thể tự do lựa chọn thời gian và từng phần tác phẩm, bao gồm cả việc cảm nhận từ bên ngoài không gian nơi đang diễn ra việc thuyết trình, trình bày qua màn hình, loa hoặc thiết bị kỹ thuật tương tự.","For works expressed in language, works expressed in written form as prescribed in points a and b, clause 1, Article 14 of the Law on Intellectual Property: It is the exclusive right of the copyright owner to perform or allow others to perform presentations, making the public access and perceive the work by hearing, but the public cannot freely choose the time and each part of the work, including perceiving from outside the space where the presentation, presentation is taking place through a screen, speaker or similar technical equipment.",言語で表現された著作物、知的財産法第 14 条第 1 項の a および b に規定される書面で表現された著作物については、著作権者が、公衆がアクセスして聴覚によって著作物を認識できるように、上演または他者に上演を許可する独占的権利を有しますが、公衆は、プレゼンテーションが行われている空間の外部から、スクリーン、スピーカー、または同様の技術的装置を通じて認識することを含め、作品の時間と各部分を自由に選択することはできません。
C0738,2,"Đối với tác phẩm âm nhạc quy định tại điểm d khoản 1 Điều 14 của Luật Sở hữu trí tuệ: Là quyền của chủ sở hữu quyền tác giả độc quyền thực hiện hoặc cho phép người khác thực hiện việc biểu diễn làm cho công chúng tiếp cận, cảm nhận được tác phẩm bằng thính giác hoặc trình bày tác phẩm trên sân khấu cho công chúng nhưng công chúng không thể tự do lựa chọn thời gian và từng phần tác phẩm, bao gồm cả việc cảm nhận từ bên ngoài không gian nơi đang diễn ra việc biểu diễn qua màn hình, loa hoặc thiết bị kỹ thuật tương tự.","For musical works specified in Point d, Clause 1, Article 14 of the Law on Intellectual Property: It is the exclusive right of the copyright owner to perform or allow others to perform, allowing the public to access and perceive the work by hearing or to present the work on stage to the public, but the public cannot freely choose the time and each part of the work, including perceiving it from outside the space where the performance is taking place through a screen, speaker or similar technical equipment.",知的財産法第 14 条第 1 項 d 号に規定される音楽作品については、著作権者が、公衆が視聴により作品にアクセスして認識できるように、または舞台上で公衆に作品を提示できるように、演奏または他者に演奏を許可する独占的権利を有しますが、スクリーン、スピーカーまたは類似の技術的装置を通じて演奏が行われている空間の外部から作品を認識することを含め、作品の時間および各部分を公衆が自由に選択することはできません。
C0739,3,"Đối với tác phẩm điện ảnh quy định tại điểm e khoản 1 Điều 14 của Luật Sở hữu trí tuệ: Là quyền của chủ sở hữu quyền tác giả độc quyền thực hiện hoặc cho phép người khác thực hiện việc trình chiếu làm cho công chúng tiếp cận, cảm nhận được tác phẩm điện ảnh thông qua các phương tiện kỹ thuật nhưng công chúng không thể tự do lựa chọn thời gian và từng phần tác phẩm.","For cinematographic works specified in Point e, Clause 1, Article 14 of the Law on Intellectual Property: It is the exclusive right of the copyright owner to perform or permit others to perform the screening so that the public can access and perceive the cinematographic work through technical means, but the public cannot freely choose the time and each part of the work.",知的財産法第14条第1項e号に規定する映画作品については、公衆が技術的手段を通じて映画作品にアクセスし認識できるように上映を行うか、または他者に上映を許可することは著作権者の排他的権利であるが、公衆は作品の時間および各部分を自由に選択することはできない。
C0740,4,"Đối với tác phẩm mỹ thuật, tác phẩm nhiếp ảnh quy định tại các điểm g và h khoản 1 Điều 14 của Luật Sở hữu trí tuệ: Là quyền của chủ sở hữu quyền tác giả độc quyền thực hiện hoặc cho phép người khác thực hiện việc triển lãm, trưng bày, trình chiếu để công chúng xem bản gốc hoặc bản sao của tác phẩm.","For works of art and photographic works specified in points g and h, clause 1, Article 14 of the Law on Intellectual Property: The copyright owner has the exclusive right to perform or authorize others to perform exhibitions, displays, and presentations for the public to see the original or copies of the work.",知的財産法第 14 条第 1 項 g および h に規定される美術作品および写真作品の場合: 著作権者は、その作品の原本または複製物を公衆に見せるための展示会、展示、プレゼンテーションを実施するか、または他者に実施を許可する独占的権利を有します。
C0741,1,Các đồng tác giả đồng thời là đồng chủ sở hữu quyền tác giả thỏa thuận về việc thực hiện quyền nhân thân và quyền tài sản đối với tác phẩm theo quy định tại khoản 3 điều 12a của luật sở hữu trí tuệ.,"Co-authors who are also co-owners of copyright agree on the exercise of personal rights and property rights to the work as prescribed in Clause 3, Article 12a of the Law on Intellectual Property.",著作権の共同所有者でもある共同著作者は、知的財産法第 12a 条第 3 項に規定されているように、作品に対する人格権および財産権を行使することに同意します。
C0742,2,"Các đồng tác giả không đồng thời là đồng chủ sở hữu quyền tác giả thì các đồng tác giả thỏa thuận về việc thực hiện quyền nhân thân, các đồng chủ sở hữu quyền tác giả thỏa thuận về việc thực hiện quyền tài sản đối với tác phẩm theo quy định tại khoản 3 Điều 45 và khoản 3 Điều 47 của Luật Sở hữu trí tuệ.","If co-authors are not co-owners of copyright, the co-authors shall agree on the exercise of personal rights, and the co-owners of copyright shall agree on the exercise of property rights to the work according to the provisions of Clause 3, Article 45 and Clause 3, Article 47 of the Law on Intellectual Property.",共同著作者が著作権の共有者でない場合は、共同著作者は著作者人格権の行使について合意し、著作権の共有者は知的財産法第45条第3項及び第47条第3項の規定に従って著作物に対する財産権の行使について合意するものとする。
C0743,3,"Các đồng tác giả, đồng chủ sở hữu quyền tác giả không được phản đối việc cho phép khai thác, sử dụng tác phẩm theo cách thông thường và vì lợi ích chung.",Co-authors and co-owners of copyright may not object to the permission to exploit and use the work in the usual way and for the common good.,共同著作者および著作権の共同所有者は、通常の方法で、公共の利益のために作品を活用し、使用する許可に異議を唱えることはできません。
C0744,4,Đồng chủ sở hữu quyền tác giả có thể tuyên bố bằng văn bản về việc từ bỏ quyền của mình đối với tác phẩm quy định tại khoản 3 Điều 19 và khoản 1 Điều 20 của Luật Sở hữu trí tuệ và thông báo cho các đồng chủ sở hữu quyền tác giả khác biết. Quyền của đồng chủ sở hữu quyền tác giả đã tuyên bố từ bỏ được tự động chuyển giao cho các đồng chủ sở hữu quyền tác giả khác.,"A co-owner of copyright may declare in writing that he/she renounces his/her rights to the work as provided for in Clause 3, Article 19 and Clause 1, Article 20 of the Law on Intellectual Property and notify the other co-owners of copyright. The rights of the co-owner of copyright who has declared renunciation shall be automatically transferred to the other co-owners of copyright.",著作権共有者は、知的財産法第19条第3項及び第20条第1項の規定に従い、著作物に対する自己の権利を放棄する旨を書面により宣言し、他の著作権共有者に通知することができる。放棄を宣言した著作権共有者の権利は、自動的に他の著作権共有者に移転する。
C0745,0,Thời hạn bảo hộ quyền tác giả đối với tác phẩm di cảo thực hiện theo quy định tại Điều 27 của Luật Sở hữu trí tuệ.,The term of copyright protection for posthumous works shall be implemented according to the provisions of Article 27 of the Law on Intellectual Property.,死後著作物の著作権の保護期間は、知的財産法第27条の規定に従って施行される。
C0746,1,"Tổ chức, cá nhân Việt Nam.",Vietnamese organizations and individuals.,ベトナムの組織および個人。
C0747,2,"Tổ chức, cá nhân nước ngoài có tác phẩm được sáng tạo và thể hiện dưới hình thức vật chất nhất định tại Việt Nam.",Foreign organizations and individuals whose works are created and expressed in certain material forms in Vietnam.,ベトナムにおいて特定の物質的形態で作品が創作、表現される外国の組織および個人。
C0748,3,"Tổ chức, cá nhân nước ngoài có tác phẩm được công bố lần đầu tiên tại Việt Nam.",Foreign organizations and individuals whose works are published for the first time in Vietnam.,ベトナムで初めて著作を出版する外国の団体および個人。
C0749,4,"Tổ chức, cá nhân nước ngoài có tác phẩm được bảo hộ tại Việt Nam theo Điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên.",Foreign organizations and individuals whose works are protected in Vietnam under international treaties to which the Socialist Republic of Vietnam is a member.,ベトナム社会主義共和国が加盟している国際条約に基づきベトナムで作品が保護されている外国の組織および個人。
C0750,1,"Quyền sao chép trực tiếp cuộc biểu diễn đã được định hình trên bản ghi âm, ghi hình theo quy định tại điểm b khoản 3 Điều 29 của Luật Sở hữu trí tuệ là quyền của chủ sở hữu quyền đối với cuộc biểu diễn độc quyền thực hiện hoặc cho phép người khác thực hiện việc tạo ra các bản sao khác từ bản ghi âm, ghi hình đó.","The right to directly copy a performance that has been fixed on a sound or video recording as prescribed in Point b, Clause 3, Article 29 of the Law on Intellectual Property is the exclusive right of the owner of the right to the performance to make or authorize others to make other copies from that sound or video recording.",知的財産法第 29 条第 3 項 b 号に規定されているように、録音または録画に固定された実演を直接複製する権利は、実演の権利の所有者が、その録音または録画から他の複製物を作成し、または他の人に作成を許可する独占的な権利です。
C0751,2,"Quyền sao chép gián tiếp cuộc biểu diễn đã được định hình trên bản ghi âm, ghi hình theo quy định tại điểm b khoản 3 Điều 29 của Luật Sở hữu trí tuệ là quyền của chủ sở hữu quyền đối với cuộc biểu diễn độc quyền thực hiện hoặc cho phép người khác thực hiện việc tạo ra các bản sao khác không từ bản ghi âm, ghi hình đó như việc sao chép từ chương trình phát sóng, mạng thông tin điện tử, mạng viễn thông, mạng Internet và các hình thức tương tự khác.","The right to indirectly copy a performance that has been fixed on a sound or video recording as prescribed in Point b, Clause 3, Article 29 of the Law on Intellectual Property is the right of the owner of the exclusive right to a performance to make or allow others to make other copies not from that sound or video recording, such as copying from broadcast programs, electronic information networks, telecommunications networks, the Internet and other similar forms.",知的財産法第 29 条第 3 項 b 号に規定されているように、録音または録画に固定された実演を間接的に複製する権利とは、実演の排他的権利の所有者が、放送番組、電子情報ネットワーク、電気通信ネットワーク、インターネット、その他の類似の形式から複製するなど、その録音または録画に基づかない他の複製を作成し、または他者に作成を許可する権利です。
C0752,3,Quyền truyền đạt đến công chúng cuộc biểu diễn chưa được định hình theo quy định tại điểm c khoản 3 Điều 29 của Luật Sở hữu trí tuệ là quyền của chủ sở hữu quyền đối với cuộc biểu diễn độc quyền thực hiện hoặc cho phép người khác thực hiện việc phổ biến cuộc biểu diễn chưa được định hình đến công chúng bằng bất kỳ phương tiện kỹ thuật nào ngoài phát sóng.,"The right to communicate to the public an unfixed performance as prescribed in Point c, Clause 3, Article 29 of the Law on Intellectual Property is the right of the owner of the exclusive right to the performance to perform or authorize others to perform the dissemination of the unfixed performance to the public by any technical means other than broadcasting.",知的財産法第 29 条第 3 項 c 号に規定される固定されていない実演を公衆に伝達する権利とは、実演の排他的権利の所有者が、放送以外の技術的手段によって固定されていない実演を公衆に広めることを実行するか、または他の人に実行を許可する権利です。
C0753,1,"Chủ sở hữu quyền đối với chương trình phát sóng theo quy định tại điểm c khoản 1 Điều 44 của Luật Sở hữu trí tuệ là tổ chức phát sóng đầu tư tài chính và cơ sở vật chất - kỹ thuật của mình để phát sóng, trừ trường hợp có thỏa thuận khác.","The owner of the rights to a broadcasting program as prescribed in Point c, Clause 1, Article 44 of the Law on Intellectual Property is a broadcasting organization that invests its finances and technical facilities for broadcasting, unless otherwise agreed.",知的財産法第44条第1項c号に規定される放送番組の権利所有者は、別段の合意がない限り、放送のために資金と技術設備を投資する放送組織です。
C0754,2,"Khi sử dụng các tác phẩm, bản ghi âm, ghi hình để sản xuất chương trình phát sóng, tổ chức phát sóng phải thực hiện nghĩa vụ với chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan theo quy định của pháp luật.","When using works, audio and video recordings to produce broadcast programs, broadcasting organizations must fulfill their obligations to copyright owners and related rights owners in accordance with the provisions of law.",放送事業者は、放送番組の制作に著作物や録音・録画物を使用する場合には、法律の規定に従って著作権者及び著作隣接権者に対する義務を履行しなければなりません。
C0755,3,"Tổ chức, cá nhân sử dụng chương trình phát sóng của tổ chức phát sóng khác theo quy định tại các điểm a và b khoản 1 Điều 31 của Luật Sở hữu trí tuệ để tái phát sóng hoặc truyền qua cáp, trên mạng thông tin điện tử, mạng viễn thông, mạng Internet hoặc bất kỳ phương tiện kỹ thuật nào khác thực hiện theo thỏa thuận và các quy định pháp luật liên quan. Việc sửa đổi, cắt xén, bổ sung chương trình phát sóng của tổ chức phát sóng khác để tái phát sóng hoặc truyền qua cáp, trên mạng thông tin điện tử, mạng viễn thông, mạng Internet hoặc bất kỳ phương tiện kỹ thuật nào khác phải có sự thỏa thuận với chủ sở hữu quyền đối với chương trình phát sóng.","Organizations and individuals using broadcast programs of other broadcasting organizations as prescribed in Points a and b, Clause 1, Article 31 of the Law on Intellectual Property for rebroadcasting or transmission via cable, on electronic information networks, telecommunications networks, the Internet or any other technical means shall comply with the agreement and relevant legal provisions. Modification, cutting, or supplementation of broadcast programs of other broadcasting organizations for rebroadcasting or transmission via cable, on electronic information networks, telecommunications networks, the Internet or any other technical means must have an agreement with the owner of the rights to the broadcast program.",知的財産法第31条第1項a号及びb号に規定される他の放送事業者の放送番組を、有線、電子情報ネットワーク、電気通信ネットワーク、インターネットその他の技術的手段による再放送又は送信のために使用する組織及び個人は、合意及び関連法規を遵守しなければならない。他の放送事業者の放送番組を改変、編集又は補完して、有線、電子情報ネットワーク、電気通信ネットワーク、インターネットその他の技術的手段による再放送又は送信のために使用する場合は、当該放送番組の権利者と合意しなければならない。
C0756,0,"Chuyển quyền sử dụng quyền tác giả, quyền liên quan quy định tại Điều 47 của Luật Sở hữu trí tuệ bao gồm cho phép tổ chức, cá nhân độc quyền hoặc cùng sử dụng một, một số hoặc toàn bộ các quyền quy định tại các khoản 1 và 3 Điều 19, khoản 1 Điều 20, khoản 3 Điều 29, khoản 1 Điều 30 và khoản 1 Điều 31 của Luật Sở hữu trí tuệ theo các điều kiện về thời gian, không gian, phạm vi sử dụng.","Transfer of the right to use copyright and related rights as prescribed in Article 47 of the Law on Intellectual Property includes allowing organizations and individuals to exclusively or jointly use one, some or all of the rights prescribed in Clauses 1 and 3, Article 19, Clause 1, Article 20, Clause 3, Article 29, Clause 1, Article 30 and Clause 1, Article 31 of the Law on Intellectual Property under conditions of time, space and scope of use.",知的財産法第47条に規定される著作権及び関連する権利の使用権の譲渡には、使用時間、使用空間、使用範囲の条件の下で、知的財産法第19条第1項及び第3項、第20条第1項、第29条第3項、第30条第1項並びに第31条第1項に規定される権利の1つ、一部、又は全部を組織及び個人が排他的又は共同で使用することを認めることが含まれる。
C0757,1,"Tổ chức, cá nhân sử dụng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng mà Nhà nước là đại diện chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan quy định tại khoản 1 Điều 42 của Luật Sở hữu trí tuệ phải tôn trọng quyền nhân thân quy định tại các khoản 1, 2, 4 Điều 19 và khoản 2 Điều 29 của Luật Sở hữu trí tuệ và thực hiện các nghĩa vụ đối với quyền tài sản như sau:
a) Phải xin phép sử dụng và trả tiền bản quyền đối với trường hợp quy định tại khoản 3 Điều 19, khoản 1 Điều 20, khoản 3 Điều 29, khoản 1 Điều 30, khoản 1 Điều 31 của Luật Sở hữu trí tuệ;
b) Không phải xin phép sử dụng nhưng phải trả tiền bản quyền đối với trường hợp quy định tại khoản 1 Điều 26 và khoản 1 Điều 33 của Luật Sở hữu trí tuệ;
c) Không phải xin phép sử dụng và không phải trả tiền bản quyền đối với trường hợp quy định tại khoản 3 Điều 20, khoản 1 Điều 25, Điều 25a, khoản 5 Điều 29, khoản 3 Điều 30, khoản 3 Điều 31 và khoản 1 Điều 32 của Luật Sở hữu trí tuệ.","Organizations and individuals using works, performances, audio recordings, video recordings, and broadcast programs for which the State is the representative of the copyright owner or related rights owner as prescribed in Clause 1, Article 42 of the Law on Intellectual Property must respect the personal rights prescribed in Clauses 1, 2, 4, Article 19 and Clause 2, Article 29 of the Law on Intellectual Property and perform the following obligations regarding property rights:
a) Must request permission to use and pay royalties in the cases prescribed in Clause 3, Article 19, Clause 1, Article 20, Clause 3, Article 29, Clause 1, Article 30, Clause 1, Article 31 of the Law on Intellectual Property;
b) Do not need to request permission to use but must pay royalties in the cases prescribed in Clause 1, Article 26 and Clause 1, Article 33 of the Law on Intellectual Property;
c) No need to ask for permission to use and no need to pay royalties in the cases specified in Clause 3, Article 20, Clause 1, Article 25, Article 25a, Clause 5, Article 29, Clause 3, Article 30, Clause 3, Article 31 and Clause 1, Article 32 of the Law on Intellectual Property.","知的財産法第42条第1項に規定される著作権者または著作隣接権者の代理として国家が行為を行っている著作物、実演、録音録画物、放送番組等を使用する組織および個人は、知的財産法第19条第1項、第2項、第4項および第29条第2項に規定される人格権を尊重し、財産権に関する以下の義務を履行しなければならない。
a) 知的財産法第19条第3項、第20条第1項、第29条第3項、第30条第1項、第31条第1項に規定される場合、使用許可を申請し、使用料を支払わなければならない。
b) 知的財産法第26条第1項および第33条第1項に規定される場合、使用許可を申請する必要はないが、使用料を支払わなければならない。 c) 知的財産法第20条第3項、第25条第1項、第25条a項、第29条第5項、第30条第3項、第31条第3項及び第32条第1項に規定されている場合には、使用許可を求める必要がなく、使用料を支払う必要もありません。"
C0758,2,"Tổ chức, cá nhân thực hiện các nghĩa vụ quy định tại khoản 1 Điều này với cơ quan sau đây:
a) Cơ quan sử dụng ngân sách nhà nước đặt hàng, giao nhiệm vụ, đấu thầu để sáng tạo tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng trong trường hợp quy định tại điểm a khoản 1 Điều 42 của Luật Sở hữu trí tuệ;
b) Cơ quan chuyên môn quản lý nhà nước về quyền tác giả, quyền liên quan của Bộ Văn hóa, Thể thao và Du lịch trong trường hợp quy định tại điểm b và điểm c khoản 1 Điều 42 của Luật Sở hữu trí tuệ.","Organizations and individuals shall perform the obligations specified in Clause 1 of this Article with the following agencies:
a) Agencies using the state budget to order, assign tasks, and bid for the creation of works, performances, audio recordings, video recordings, and broadcast programs in the cases specified in Point a, Clause 1, Article 42 of the Law on Intellectual Property;
b) Specialized state management agencies for copyright and related rights of the Ministry of Culture, Sports and Tourism in the cases specified in Point b and Point c, Clause 1, Article 42 of the Law on Intellectual Property.","組織及び個人は、本条第1項に規定する義務を、以下の機関に対し履行するものとする。
a) 知的財産法第42条第1項a号に規定する場合において、国家予算を用いて著作物、実演、録音物、録画物及び放送番組の制作を発注、委託、入札する機関。
b) 知的財産法第42条第1項b号及びc号に規定する場合において、文化スポーツ観光省の著作権及び著作隣接権に関する専門国家管理機関。"
C0759,3,"Tổ chức, cá nhân xin phép sử dụng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng mà Nhà nước là đại diện chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan trong trường hợp quy định tại điểm a khoản 1 Điều này thực hiện như sau:
a) Nộp hồ sơ trực tiếp hoặc qua dịch vụ bưu chính tới cơ quan quy định tại khoản 2 Điều này;
b) Thành phần hồ sơ:
Tờ khai đề nghị chấp thuận việc sử dụng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng mà Nhà nước là đại diện chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan (theo Mẫu số 01 của Phụ lục III ban hành kèm theo Nghị định này);
Kế hoạch sử dụng;
Bản sao chứng từ nộp chi phí thực hiện chấp thuận việc sử dụng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng mà Nhà nước là đại diện chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan (trường hợp nộp chi phí qua dịch vụ bưu chính hoặc nộp trực tiếp vào tài khoản);
Văn bản ủy quyền (có công chứng, chứng thực hoặc hợp pháp hóa lãnh sự) trong trường hợp nộp hồ sơ thông qua ủy quyền.
c) Trong thời gian 30 ngày kể từ ngày nhận được hồ sơ hợp lệ, cơ quan quy định tại khoản 2 Điều này gửi thông báo nộp tiền bản quyền kèm theo bản dự tính tiền bản quyền đến tổ chức, cá nhân nộp hồ sơ;
d) Tổ chức, cá nhân nhận được thông báo phải nộp tiền bản quyền theo bản dự tính tiền bản quyền trong thời hạn 5 ngày làm việc (có bản sao chứng từ nộp tiền bản quyền);
đ) Sau khi nhận được tiền bản quyền, trong thời hạn 5 ngày làm việc, cơ quan quy định tại khoản 2 Điều này ban hành văn bản chấp thuận việc sử dụng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng mà Nhà nước là đại diện chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan;
e) Tổ chức, cá nhân được chấp thuận sử dụng chịu sự kiểm tra, giám sát của cơ quan nhà nước có thẩm quyền về việc sử dụng tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình, chương trình phát sóng theo hồ sơ đã được chấp thuận;
g) Trường hợp từ chối hồ sơ đề nghị chấp thuận việc sử dụng:
Hồ sơ không đầy đủ theo quy định tại điểm b khoản này;
Hết thời hạn quy định tại điểm d khoản này mà tổ chức, cá nhân không nộp tiền bản quyền theo thông báo.","Organizations and individuals requesting permission to use works, performances, audio recordings, video recordings, and broadcast programs for which the State is the representative of the copyright owner or related rights owner in the case specified in Point a, Clause 1 of this Article shall do as follows:
a) Submit the application directly or via postal service to the agency specified in Clause 2 of this Article;
b) Components of the application:
A declaration requesting approval to use works, performances, audio recordings, video recordings, and broadcast programs for which the State is the representative of the copyright owner or related rights owner (according to Form No. 01 of Appendix III issued together with this Decree);
Usage plan;
A copy of the receipt for payment of the cost of approving the use of works, performances, audio recordings, video recordings, and broadcast programs for which the State is the representative of the copyright owner or related rights owner (in case of payment via postal service or direct payment into the account);

Authorization document (notarized, authenticated or consularly legalized) in case of submitting the application through authorization.

c) Within 30 days from the date of receiving a valid application, the agency specified in Clause 2 of this Article shall send a notice of payment of royalties together with a royalty estimate to the organization or individual submitting the application;

d) The organization or individual receiving the notice must pay the royalties according to the royalty estimate within 5 working days (with a copy of the royalty payment receipt);

d) After receiving the copyright fee, within 5 working days, the agency specified in Clause 2 of this Article shall issue a document approving the use of the work, performance, audio recording, video recording, or broadcast program for which the State is the representative of the copyright owner or related rights owner;
e) The organization or individual approved for use shall be subject to inspection and supervision by the competent state agency regarding the use of the work, performance, audio recording, video recording, or broadcast program according to the approved dossier;
g) In case of rejection of the dossier requesting approval of use:
The dossier is not complete according to the provisions in Point b of this Clause;
After the time limit specified in Point d of this Clause, the organization or individual fails to pay the copyright fee as notified.","本条第1項a号に規定する場合において、国が著作権者又は著作隣接権者の代理人となっている著作物、実演、録音、録画及び放送番組の利用許可を申請する団体及び個人は、以下のとおりとする。
a) 本条第2項に規定する機関に申請書を直接又は郵送により提出する。
b) 申請書の構成要素：
国が著作権者又は著作隣接権者の代理人となっている著作物、実演、録音、録画及び放送番組の利用許可を申請する宣言書（本政令に添付して交付される付録III様式第01号による。）
利用計画書
国が著作権者又は著作隣接権者の代理人となっている著作物、実演、録音、録画及び放送番組の利用許可費用の支払領収書の写し（郵送又は口座振替により支払った場合）

委任により申請を行う場合は、委任状（公証、認証、または領事認証を受けたもの）。

c) 有効な申請書を受領した日から30日以内に、本条第2項に規定する機関は、申請を行った組織または個人に対し、使用料の支払通知書及び使用料見積書を送付するものとする。

d) 通知を受領した組織または個人は、使用料見積書に基づき、5営業日以内に使用料を支払わなければならない（使用料支払領収書の写しを添付）。

d) 著作権料の受領後、5営業日以内に、本条第2項に規定する機関は、国が著作権者または著作隣接権者の代理人となっている著作物、実演、録音物、録画物、または放送番組の使用を承認する文書を発行するものとする。
e) 使用が承認された組織または個人は、承認された書類に基づき、当該著作物、実演、録音物、録画物、または放送番組の使用に関して、管轄の国家機関による検査および監督を受けるものとする。
g) 利用承認申請書が却下される場合：
申請書が本条b項の規定に従って不完全である場合。
本条d項に定める期限を過ぎても、当該組織または個人が通知された著作権料を支払わない場合。"
C0760,4,"Cơ quan chuyên môn quản lý nhà nước về quyền tác giả, quyền liên quan của Bộ Văn hóa, Thể thao và Du lịch chịu trách nhiệm nhận chuyển giao quyền tác giả, quyền liên quan của tổ chức, cá nhân quy định tại các điểm b và c khoản 1 Điều 42 của Luật Sở hữu trí tuệ theo quy định của pháp luật.","The specialized state management agency for copyright and related rights of the Ministry of Culture, Sports and Tourism is responsible for receiving the transfer of copyright and related rights of organizations and individuals specified in Points b and c, Clause 1, Article 42 of the Law on Intellectual Property in accordance with the provisions of law.",文化スポーツ観光省の著作権および著作隣接権に関する専門国家管理機関は、知的財産法第42条第1項b号およびc号に規定される組織および個人の著作権および著作隣接権の譲渡を法律の規定に従って受け付ける責任を負います。
C0761,5,"Cơ quan nhà nước, tổ chức, cá nhân khi phát hiện các hành vi xâm phạm quyền tác giả, quyền liên quan quy định tại khoản 1 Điều này có quyền yêu cầu cơ quan nhà nước có thẩm quyền xử lý theo quy định của pháp luật.","State agencies, organizations and individuals, when discovering acts of infringement of copyright or related rights as prescribed in Clause 1 of this Article, have the right to request competent state agencies to handle them in accordance with the provisions of law.",国家機関、組織、個人は、本条第 1 項に規定されている著作権または関連する権利の侵害行為を発見した場合、管轄の国家機関に法律の規定に従って処理するよう要求する権利を有します。
