ARTICLE_ID,NUMBER,TITLE_VN,TITLE_EN,TITLE_JP,INTRODUCTORY STATEMENT_VN,INTRODUCTORY STATEMENT_EN,INTRODUCTORY STATEMENT_JP
A0286,64,"Căn cứ xác định hành vi xâm phạm quyền tác giả, quyền liên quan",Basis for determining acts of copyright and related rights infringement,著作権および関連する権利の侵害行為を判断する根拠,"Căn cứ xác định hành vi xâm phạm quyền tác giả, quyền liên quan quy định tại các điều 28 và 35 của Luật Sở hữu trí tuệ bao gồm:",The basis for determining acts of infringement of copyright and related rights as prescribed in Articles 28 and 35 of the Law on Intellectual Property includes:,知的財産法第28条および第35条に規定されている著作権および関連する権利の侵害行為を判断する根拠は次のとおりです。
A0287,65,"Căn cứ xác định đối tượng được bảo hộ quyền tác giả, quyền liên quan",Basis for determining objects protected by copyright and related rights,著作権および関連する権利によって保護される対象を決定するための基準,NULL,NULL,NULL
A0288,66,Xác định yếu tố xâm phạm quyền tác giả,Identify copyright infringement elements,著作権侵害要素を特定する,NULL,NULL,NULL
A0289,67,Xác định yếu tố xâm phạm quyền liên quan,Identify the elements of infringement of related rights,関連権侵害の要素を特定する,NULL,NULL,NULL
A0290,68,Căn cứ xác định tính chất và mức độ xâm phạm,Basis for determining the nature and extent of infringement,侵害の性質および範囲を決定するための根拠,NULL,NULL,NULL
A0291,69,"Nguyên tắc xác định thiệt hại do xâm phạm quyền tác giả, quyền liên quan",Principles for determining damages caused by infringement of copyright and related rights,著作権および関連する権利の侵害による損害賠償の決定に関する原則,NULL,NULL,NULL
A0292,70,Thiệt hại về tinh thần,Mental damage,精神的ダメージ,NULL,NULL,NULL
A0293,71,Thiệt hại về tài sản,Property damage,財産損害,NULL,NULL,NULL
A0294,72,"Giảm sút về thu nhập, lợi nhuận",Decline in income and profits,収入と利益の減少,NULL,NULL,NULL
A0295,73,Tổn thất về cơ hội kinh doanh,Loss of business opportunity,ビジネス機会の損失,NULL,NULL,NULL
A0296,74,"Chi phí hợp lý để ngăn chặn, khắc phục thiệt hại",Reasonable costs to prevent and remedy damage,損害を防止し、修復するための合理的な費用,NULL,NULL,NULL
A0297,75,"Đơn yêu cầu xử ỉý hành vi xâm phạm quyền tác giả, quyền liên quan",Application for handling of copyright and related rights infringement,著作権および関連する権利の侵害の処理に関する申請,NULL,NULL,NULL
A0298,76,"Tài liệu, chứng cứ kèm theo đơn yêu cầu xử lý hành vi xâm phạm quyền tác giả, quyền liên quan",Documents and evidence attached to the petition for handling of copyright and related rights infringement,著作権及び関連する権利の侵害の処理を求める申立てに添付する書類及び証拠,NULL,NULL,NULL
A0299,77,"Chứng cứ chứng minh chủ thể quyền tác giả, quyền liên quan",Evidence proving copyright and related rights,著作権および関連する権利を証明する証拠,NULL,NULL,NULL
A0300,78,"Chứng cử chứng minh xâm phạm quyền tác giả, quyền liên quan",Evidence of copyright and related rights infringement,著作権および関連する権利の侵害の証拠,NULL,NULL,NULL
A0301,79,"Trách nhiệm của người yêu cầu xử lý hành vi xâm phạm quyền tác giả, quyền liên quan",Responsibilities of the person requesting to handle acts of copyright and related rights infringement,著作権および関連する権利の侵害行為の処理を依頼する者の責任,NULL,NULL,NULL
A0302,80,"Nộp đơn và giải quyết đơn yêu cầu xử lý hành vi xâm phạm quyền tác giả, quyền liên quan",Submitting and resolving requests for handling copyright and related rights infringements,著作権および関連する権利の侵害への対処に関するリクエストの提出と解決,NULL,NULL,NULL
A0303,81,"Xác định giá trị hàng hóa xâm phạm quyền tác giả, quyền liên quan",Determining the value of goods infringing copyright and related rights,著作権および関連する権利を侵害する商品の価値の決定,NULL,NULL,NULL
A0304,82,"Xử lý hàng hóa xâm phạm quyền tác giả, quyền liên quan",Handling of goods infringing copyright and related rights,著作権および関連する権利を侵害する商品の取り扱い,NULL,NULL,NULL
A0305,83,Buộc phân phối hoặc đưa vào sử dụng không nhằm mục đích thương mại,Compulsory distribution or use for non-commercial purposes,強制的な配布または非営利目的での使用,NULL,NULL,NULL
A0306,84,Buộc tiêu hủy,Forced destruction,強制破壊,NULL,NULL,NULL
A0307,85,Tịch thu,Confiscation,没収,NULL,NULL,NULL
A0308,86,"Quyền yêu cầu kiểm soát hàng hóa xuất khẩu, nhập khẩu liên quan đến quyền tác giả, quyền liên quan",Right to request control of exported and imported goods related to copyright and related rights,著作権及び関連する権利に関連する輸出入物品の管理を要求する権利,NULL,NULL,NULL
A0309,87,Cơ quan hải quan có thẩm quyền tiếp nhận đơn,The competent customs authority receiving the application,申請を受理した管轄税関当局,NULL,NULL,NULL
A0310,88,Thủ tục xử lý đơn,Application processing procedure,申請処理手順,NULL,NULL,NULL
A0311,89,"Thẩm quyền, trình tự, thủ tục chủ động tạm dừng làm thủ tục hải quan","Authority, order and procedures for proactively suspending customs procedures",税関手続きを積極的に停止するための権限、命令、手続き,NULL,NULL,NULL
A0312,90,"Xử lý hàng hóa có dấu hiệu xâm phạm quyền tác giả, quyền liên quan",Handling of goods showing signs of copyright and related rights infringement,著作権および関連する権利を侵害する兆候がある商品の取り扱い,NULL,NULL,NULL
A0313,91,"Thủ tục kiểm soát hàng hóa xuất khẩu, nhập khẩu liên quan đến quyền tác giả, quyền liên quan",Procedures for controlling export and import goods related to copyright and related rights,著作権及び関連する権利に関する輸出入貨物の管理手続き,NULL,NULL,NULL
A0314,92,Giám định về quyền tác giả và quyền liên quan,Appraisal of copyright and related rights,著作権および関連する権利の評価,NULL,NULL,NULL
A0315,93,"Giám định viên quyền tác giả, quyền liên quan",Copyright and related rights appraiser,著作権および関連する権利の評価者,NULL,NULL,NULL
A0316,94,"Hình thức hoạt động giám định của giám định viên quyền tác gỉả, quyền liên quan",Forms of appraisal activities of copyright and related rights appraisers,著作権鑑定士の鑑定活動の形態,NULL,NULL,NULL
A0317,95,"Tổ chức giám định quyền tác giả, quyền liên quan",Organization of copyright and related rights appraisal,著作権および関連する権利の評価の組織,NULL,NULL,NULL
A0318,96,"Thẩm quyền cấp, cấp lại, thu hồi Thẻ giám định viên, Giấy chứng nhận tổ chức giám định","Authority to grant, re-grant, and revoke Appraiser Cards and Appraisal Organization Certificates",鑑定士カードおよび鑑定機関証明書の発行、再発行、取り消しの権限,NULL,NULL,NULL
A0319,97,"Kiểm tra nghiệp vụ giám định quyền tác gỉả, quyền liên quan",Checking the professional appraisal of copyright and related rights,著作権および関連する権利に関する専門家の評価を確認する,NULL,NULL,NULL
A0320,98,"Thủ tục cấp, cấp lại, thu hồi Thẻ giám định viên quyền tác giả, quyền liên quan","Procedures for granting, re-granting and revoking Copyright and related rights appraiser cards",著作権および関連する権利鑑定士カードの付与、再付与および取り消しの手続き,NULL,NULL,NULL
A0321,99,"Thủ tục cấp, cấp lại, thu hồi Giấy chứng nhận tổ chức giám định quyền tác giả, quyền liên quan","Procedures for granting, re-granting and revoking Certificates of organizations for appraisal of copyright and related rights",著作権及び関連する権利の評価を行う機関の証明書の付与、再付与及び取消しの手続き,NULL,NULL,NULL
A0322,100,"Yêu cầu giám định quyền tác giả, quyền liên quan",Request for appraisal of copyright and related rights,著作権および関連する権利の評価の依頼,NULL,NULL,NULL
A0323,101,"Tiếp nhận yêu cầu giám định quyền tác giả, quyền liên quan",Receive requests for appraisal of copyright and related rights,著作権および関連する権利の評価の依頼を受ける,NULL,NULL,NULL
A0324,102,"Hợp đồng dịch vụ giám định quyền tác giả, quyền liên quan",Contract for copyright and related rights appraisal services,著作権および関連する権利の評価サービス契約,NULL,NULL,NULL
A0325,103,"Giao, nhận, trả lại đối tượng giám định quyền tác giả, quyền liên quan","Delivery, receipt and return of objects for appraisal of copyright and related rights",著作権および関連する権利の評価のための物品の配送、受領および返却,"Trong trường hợp việc yêu cầu giám định có kèm theo đối tượng giám định thì việc giao, nhận, trả lại đối tượng giám định phải lập thành biên bản và có các nội dung chủ yếu sau đây:","In case the request for appraisal is accompanied by the appraisal object, the delivery, receipt and return of the appraisal object must be recorded in a record with the following main contents:",鑑定の依頼に鑑定対象物が添付されている場合には、鑑定対象の交付、受領及び返却について、次に掲げる主な内容を記載した調書を作成しなければならない。
A0326,104,"Lấy mẫu giám định quyền tác giả, quyền liên quan",Sample collection for copyright and related rights appraisal,著作権および関連する権利の評価のためのサンプルコレクション,NULL,NULL,NULL
A0327,105,"Thực hiện giám định quyền tác giả, quyền liên quan",Conduct appraisal of copyright and related rights,著作権および関連する権利の評価を実施する,NULL,NULL,NULL
A0328,106,"Giám định bổ sung, giám định lại","Additional assessment, re-assessment",追加評価、再評価,NULL,NULL,NULL
A0329,107,"Hội đồng tư vấn giám định quyền tác giả, quyền liên quan",Advisory Council for Copyright and Related Rights Appraisal,著作権及び関連する権利の評価に関する諮問委員会,NULL,NULL,NULL
A0330,108,"Kết luận giám định quyền tác giả, quyền liên quan",Conclusion of copyright and related rights appraisal,著作権および関連する権利の評価の結論,NULL,NULL,NULL
A0331,109,"Chi phí thực hiện giám định quyền tác giả, quyền liên quan",Cost of performing copyright and related rights appraisal,著作権および関連する権利の評価にかかる費用,NULL,NULL,NULL
A0332,110,Doanh nghiệp cung cấp dịch vụ trung gian,Intermediary service provider,仲介サービスプロバイダー,NULL,NULL,NULL
A0333,111,"Trách nhiệm của doanh nghiệp cung cấp dịch vụ trung gian trong việc bảo vệ quyền tác giả, quyền liên quan trên môi trường mạng viễn thông và mạng Internet",Responsibilities of intermediary service providers in protecting copyright and related rights in the telecommunications network and Internet environment,電気通信ネットワークおよびインターネット環境における著作権および関連する権利の保護に関する仲介サービス提供者の責任,NULL,NULL,NULL
A0334,112,"Trách nhiệm pháp lý của doanh nghiệp cung cấp dịch vụ trung gian đối với hành vi xâm phạm quyền tác giả, quyền liên quan",Legal liability of intermediary service providers for acts of infringement of copyright and related rights,著作権および関連する権利の侵害行為に対する仲介サービス提供者の法的責任,NULL,NULL,NULL
A0335,113,Quy trình gỡ bỏ hoặc ngăn chặn việc truy nhập tới nội dung thông tin số của doanh nghiệp cung cấp dịch vụ trung gian khi nhận đưọc yêu cầu của cơ quan nhà nước có thẩm quyền,The process of removing or blocking access to digital information content of an intermediary service provider upon receiving a request from a competent state agency.,管轄政府機関からの要請を受けて、仲介サービスプロバイダーのデジタル情報コンテンツへのアクセスを削除またはブロックするプロセス。,NULL,NULL,NULL
A0336,114,"Quy trình gỡ bỏ hoặc ngăn chặn việc truy nhập tới nội đung thông tin số của doanh nghiệp cung cấp dịch vụ trung gian khi nhận được yêu cầu của chủ thể quyền tác giả, quyền liên quan",The process of removing or blocking access to digital information content of an intermediary service provider upon receiving a request from the copyright or related rights owner.,著作権者または関連する権利所有者からのリクエストを受けて、仲介サービスプロバイダーのデジタル情報コンテンツへのアクセスを削除またはブロックするプロセス。,"Để được miễn trừ trách nhiệm pháp lý theo quy định tại điểm c khoản 3 Điều 198b của Luật Sở hữu trí tuệ, doanh nghiệp cung cấp dịch vụ trung gian quy định tại điểm c khoản 1 Điều 110 của Nghị định này phải thực hiện theo quy định sau:","To be exempted from legal liability as prescribed in Point c, Clause 3, Article 198b of the Law on Intellectual Property, enterprises providing intermediary services as prescribed in Point c, Clause 1, Article 110 of this Decree must comply with the following provisions:",知的財産法第198b条第3項c号に規定される法的責任を免除されるためには、本政令第110条第1項c号に規定される仲介サービスを提供する企業は、以下の規定を遵守する必要があります。
A0337,115,Hiệu lực thi hành,Effective Date,有効日,NULL,NULL,NULL
A0338,116,Trách nhiệm thi hành,Responsibility for implementation,実施責任,NULL,NULL,NULL
